cle_interop;id_ban_commune;id_ban_toponyme;id_ban_adresse;voie_nom;lieudit_complement_nom;numero;suffixe;certification_commune;commune_insee;commune_nom;commune_deleguee_insee;commune_deleguee_nom;position;long;lat;x;y;cad_parcelles;source;date_der_maj
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;0a2f370d-cebd-4332-a984-c63d8ff86e79;624fe0c4-6b9e-448f-87fa-ada83d96e133;Rue Antoine Drouilly;;1;;1;51576;Tours-sur-Marne;;;entrée;4.11459;49.048918;781477.02;6883802.09;;commune;2023-04-30
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;37203a66-c8f1-4372-b0ef-7fb37d0af5ae;659facd8-9c3f-41ad-8342-2f770ca6aad7;Rue Basse du Faubourg;;1;;1;51576;Tours-sur-Marne;;;entrée;4.125664;49.046649;782290.1;6883561.24;;commune;2023-05-31
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;eee5c522-7197-4536-b8ef-ecce80999641;b140a4ab-5ce0-421c-8f56-d3c8c3f28a42;Ruelle Saint-Maurice;;1;;1;51576;Tours-sur-Marne;;;entrée;4.119186;49.047169;781815.75;6883612.3;;commune;2023-10-10
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;802547a2-0e65-48d9-8876-339c8ceefca4;4145bf82-1e4e-4d4c-a05c-297311029730;Rue du Cbr;;1;;1;51576;Tours-sur-Marne;;;entrée;4.115713;49.051332;781555.32;6884071.62;;commune;2023-10-10
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;04fbb930-41df-4c6e-953c-906cfce884ca;9f59fb0d-5d71-48c4-b2b0-f0f2e96bcdf7;Place Auguste Chauvet;;1;;1;51576;Tours-sur-Marne;;;entrée;4.121984;49.047433;782019.89;6883644.56;;commune;2023-03-20
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;aa5cf673-cff6-485f-9ecf-ae96713203f8;a9ffac27-3954-42df-bf0a-0d0e12b501ff;Allee de la Queue Jeannot;;1;;1;51576;Tours-sur-Marne;;;entrée;4.109505;49.050542;781102.82;6883977.39;;commune;2025-01-29
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;8f95944c-6dc5-4edf-b198-a6f3b8257963;df79702a-e614-4229-90f5-09abb7a88626;rue du Clos Valin;;1;;1;51576;Tours-sur-Marne;;;entrée;4.127677;49.048296;782434.61;6883746.47;;commune;2023-01-31
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;d8222438-ede0-4a27-97ff-a131c03ab47b;8b528b21-799b-4fbb-8eea-b7e9faca09b3;Rue du Bureau;;1;;1;51576;Tours-sur-Marne;;;entrée;4.120298;49.047328;781896.81;6883631.16;;commune;2023-04-24
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;cb342646-b867-4ca7-bdfd-3fd07a548f29;6dd64a7c-b19d-4b39-b8ff-bac25de34ad7;Rue de la Chenevrière;;1;;1;51576;Tours-sur-Marne;;;entrée;4.113842;49.049698;781421.13;6883888.02;;commune;2023-04-28
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;906bd3da-651f-4c2b-b30e-fe37cd5b791a;955f0b2c-a856-4bec-b21d-1d8e6ba8d65f;Voie de Chezy;;1;;1;51576;Tours-sur-Marne;;;entrée;4.119316;49.044927;781828.82;6883363.08;51576000AE0233;commune;2023-01-31
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;e0830dfc-21dc-47bb-8b9a-c7fd11bc085c;f7fbab9a-8904-4a07-97bb-b9841ce52eb4;Rue du Clos des Fourches;;1;;1;51576;Tours-sur-Marne;;;entrée;4.113041;49.05127;781360.13;6884062.05;;commune;2023-04-28
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;cea444bd-992d-45f1-8288-6eed9b0eb055;bb59ad8b-fb0c-435c-9181-a2fc210c47b4;Rue du Port;;1;;1;51576;Tours-sur-Marne;;;entrée;4.121208;49.04672;781964.27;6883564.45;;commune;2023-10-02
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;72082ec5-46b5-4f3b-a9e4-08bc0e61dc83;11a8c043-0b0a-44da-90b6-5ed26d3bf7d5;Rue Heurpé;;1;;1;51576;Tours-sur-Marne;;;entrée;4.12145;49.047737;781980.33;6883677.78;;commune;2023-02-01
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;1ff75f78-11ac-41ea-a3f7-6c5dbbd1864e;44fa45d8-7378-4873-8c07-222cb1f56138;Rue de Bisseuil;;1;;1;51576;Tours-sur-Marne;;;entrée;4.116969;49.047275;781653.53;6883621.84;;commune;2023-04-30
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;719549f3-66a1-4298-b23a-32bddf71eb26;96e21738-d1b2-4347-a096-2f1a3230fb62;Rue Adeline Savey;;1;;1;51576;Tours-sur-Marne;;;entrée;4.127192;49.047161;782401.01;6883619.68;;commune;2023-10-10
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;e9ebd954-ddb4-4f0f-b33e-4a85d5576b2c;b57ec6bc-9c4f-4875-80cd-5aa5aa0ddbf2;Place de la République;;1;;1;51576;Tours-sur-Marne;;;entrée;4.121157;49.047024;781960.05;6883598.16;;commune;2023-10-02
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;8d5f6e36-f230-4cd3-8919-e5be53727c6a;bf7cd462-0bad-48b6-ba52-7b7232bd2da3;Impasse Saint-Antoine;;1;;1;51576;Tours-sur-Marne;;;entrée;4.124142;49.04735;782177.78;6883637.6;;commune;2023-05-31
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;8028dfe9-d909-40ad-9e00-422c11c6cd6c;b6f2b3bc-51fa-4a36-ab21-41b51d20111c;Le Fossart;;1;;1;51576;Tours-sur-Marne;;;entrée;4.111903;49.046447;781284.5;6883524.45;;commune;2023-10-03
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;fed23f22-adaa-435d-8cc3-bae702861845;c7996164-20cc-4fd9-a274-d7ac4f10b5bb;Rue de Condé;;1;;1;51576;Tours-sur-Marne;;;entrée;4.123529;49.04835;782131.36;6883748.16;;commune;2023-05-31
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;e017243a-9fd0-47e6-bd76-75c6338220f5;09c51f11-3833-43ce-ba48-872f9417c690;Rue du Noyer Revey;;1;;1;51576;Tours-sur-Marne;;;entrée;4.122286;49.050888;782036.45;6884029.03;;commune;2023-04-30
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;d055e597-407e-49b3-8c87-9ea19748be76;fa943915-efde-44da-998c-48288e35bfe2;Allee du Buisson Jacquet;;1;;1;51576;Tours-sur-Marne;;;entrée;4.110165;49.048539;781154.2;6883755.38;;commune;2025-03-18
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;ab2a3230-7fb7-4642-a6e4-ef2fb120f158;27c1cc06-6cf7-47f1-b59b-4580315b8353;Chemin de Fontaine;;1;;1;51576;Tours-sur-Marne;;;entrée;4.118341;49.049933;781749.63;6883918.84;;commune;2023-04-30
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;ac15d74f-5249-4623-a2e8-dd7521fa6a7a;b552b517-fedc-4b25-a783-f635ba9a009d;Chemin des 4 Arpents;;1;;1;51576;Tours-sur-Marne;;;entrée;4.117995;49.041075;781738.3;6882933.4;;commune;2023-12-20
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;42d46af1-9d55-45f2-be82-3bbbec98ec06;a3e8da23-bb21-44f4-9351-4268d247aee6;Impasse du Bureau;;1;;1;51576;Tours-sur-Marne;;;entrée;4.119758;49.047884;781856.45;6883692.39;;commune;2023-03-20
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;a0479ecb-4080-4cb5-b441-61a71d39676a;8d547cef-4d25-46ca-8204-ed2827566383;Rue Haute du Faubourg;;1;;1;51576;Tours-sur-Marne;;;entrée;4.126304;49.04699;782336.35;6883599.77;;commune;2023-05-31
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;9af5e9be-16a3-4ce7-85ec-650548e82eed;93b9be62-ce19-4416-a01e-dee5bdd93745;Rue de la Vendange;;1;;1;51576;Tours-sur-Marne;;;entrée;4.124219;49.052659;782174.97;6884228.03;;commune;2023-03-20
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;37cab16b-0a1e-4550-9f51-560d5afc25ec;8699abae-7be5-4380-bce5-f116b440393a;Place de l’Eglise;;1;;1;51576;Tours-sur-Marne;;;entrée;4.123823;49.046697;782155.43;6883564.58;;commune;2023-10-03
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;b90100be-144e-4011-bd77-79033f2a3e2e;7f87dddb-aa78-437d-8265-9ceef197cbc6;Rue du Magasin;;1;;1;51576;Tours-sur-Marne;;;entrée;4.118726;49.046391;781783.38;6883525.3;;commune;2023-10-02
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;4f806a35-9536-4620-a54f-a827427e7f58;ecb04a48-ef09-4b96-bf3d-393f802fdef8;Place Gondry;;1;;1;51576;Tours-sur-Marne;;;entrée;4.122664;49.049774;782065.85;6883905.54;;commune;2023-10-02
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;4d2374b1-a3ba-4a64-aced-168089616838;b2360fca-16c0-483a-9ca3-69b10fa6ebe6;Rue du Mont Brulé;;1;;1;51576;Tours-sur-Marne;;;entrée;4.111164;49.050857;781223.62;6884014.1;;commune;2023-04-28
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;de0dabc1-7b64-4fe2-b5cb-e390afd699a6;c5b63806-a0a1-48ed-ae51-6c118e85fbc0;Rue Gaston Erling;;1;;1;51576;Tours-sur-Marne;;;entrée;4.117488;49.050761;781685.98;6884010.02;;commune;2023-04-30
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;28edafb4-d289-455b-95db-bdd90098b434;7ae054e2-eac9-466e-b2e8-4cd2fa79ea8a;Rue Bernard;;1;;1;51576;Tours-sur-Marne;;;entrée;4.117454;49.047736;781688.25;6883673.56;;commune;2023-02-21
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;a275b169-19ae-478f-830e-b230fc849be5;14d8e7d0-cf6c-460b-b574-f1eb14c35e4b;Rue du Champ Rouen ZAC Côte des Noirs;;1;;1;51576;Tours-sur-Marne;;;entrée;4.137981;49.071129;783151.25;6886296.38;;commune;2023-10-10
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;1f11309b-6168-4627-9f6c-5782146ae2a9;30ed0591-04aa-466e-97d0-dc1cb7ca1955;rue du Champ Chapon ZAC Côte des Noirs;;1;;1;51576;Tours-sur-Marne;;;entrée;4.141318;49.072509;783392.86;6886453.41;;commune;2023-10-10
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;76b004f2-749d-4034-828e-fbc4a0da7ead;1733b204-a75e-455e-a718-2cb95a62e238;Rue des Fossarts;;1;;1;51576;Tours-sur-Marne;;;entrée;4.116037;49.046585;781586.46;6883544.08;;commune;2023-04-30
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;eefa7375-4045-4f89-a16d-6769db5d98e2;1d5c6432-d214-4078-a8d6-5c25822bc1fc;Rue de la Haie du Bois;;1;;1;51576;Tours-sur-Marne;;;entrée;4.113925;49.050008;781426.75;6883922.51;;commune;2023-04-28
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;c1efbb74-068c-4740-9bb5-5a590349c14a;a7a5747f-e3b4-48e3-8f2b-8bc1ca6f1efa;Rue Saint Antoine;;1;;1;51576;Tours-sur-Marne;;;entrée;4.123711;49.047375;782146.21;6883639.85;;commune;2023-05-31
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;9682e609-ed33-4f0e-83d3-1cac729fcce9;9b90b58f-b286-4037-8c50-433afefcd1e0;Rue du Touchet;;1;;1;51576;Tours-sur-Marne;;;entrée;4.120345;49.048196;781898.87;6883727.67;;commune;2023-02-01
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;db2e6a5f-ab85-45ea-b905-bd7344f5d498;700dc7d3-a712-4d18-be39-e97ef14343b8;Rue de la Croix Saint Jacques;;1;;1;51576;Tours-sur-Marne;;;entrée;4.123549;49.052153;782126.77;6884171.02;;commune;2023-03-20
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;cd61758b-1743-4c3c-8fc3-1e5d87884ca0;96086aad-f41e-436e-9e7f-e41b54c1ca61;Chemin de Bisseuil;;1;;1;51576;Tours-sur-Marne;;;entrée;4.114309;49.047274;781459.1;6883618.97;;commune;2023-04-30
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;7e70ff9f-6566-4d37-8352-abc86efbfd4e;dee358a8-8b8a-4c57-ae87-40e89995a619;Rue du Montcey;;1;;1;51576;Tours-sur-Marne;;;entrée;4.118601;49.04725;781772.89;6883620.74;;commune;2023-11-02
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;09bc2c6e-65d3-412f-b6a7-e08ced903b5b;c1910b6b-7b90-4c6d-a026-2c42c550b7f0;Rue du Rempart Nord Ouest;;1;;1;51576;Tours-sur-Marne;;;entrée;4.115311;49.047492;781531.96;6883644.24;;commune;2023-04-30
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;19f501ab-af65-43ec-b7b2-ae073dccc1b9;ea7b54c2-dc50-4b41-a931-554da5f57d34;Avenue de Champagne;;1;;1;51576;Tours-sur-Marne;;;entrée;4.114668;49.049415;781481.94;6883857.37;;commune;2023-10-03
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;d39ab8b0-af28-4e45-8815-aea40c000bf6;efcea465-0f1b-43dd-87eb-93ce1d693aef;Rue des Fossés;;1;;1;51576;Tours-sur-Marne;;;entrée;4.118957;49.048387;781797.11;6883747.51;;commune;2023-10-10
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;4421e05c-e1fe-4729-8ab8-b2175d77d8dd;82a9f0f3-1743-467c-879f-c115be5e9fd2;Rue de l’Avenir;;1;;1;51576;Tours-sur-Marne;;;entrée;4.114326;49.048086;781459.05;6883709.3;;commune;2023-04-30
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;4bd57962-262a-4122-82cc-649b15adb27b;71b950c0-ea6e-46bb-a779-ecac5ec2eae2;Rue Neuve;;1;;1;51576;Tours-sur-Marne;;;entrée;4.121447;49.048975;781978.16;6883815.45;;commune;2023-11-02
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;017da364-23ac-4630-9648-905c69bfc0a1;766f8186-1390-4aae-b9b9-edcd2ec24586;Rue du Pré Noël;;1;;1;51576;Tours-sur-Marne;;;entrée;4.127213;49.048226;782400.85;6883738.21;;commune;2024-09-24
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;0f52fa24-f466-4ce2-9ff0-7a3ce1697885;b3061966-d528-4a21-889e-b97a465809a1;Rue de la Tour;;1;;1;51576;Tours-sur-Marne;;;entrée;4.118844;49.048526;781788.64;6883762.85;;commune;2023-04-24
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;73544034-04c9-4ad0-9e7f-8e9d28daa61c;3f28f86a-2804-4e84-8aed-e345909b03d5;Rue des Hauts de Tours;;1;;1;51576;Tours-sur-Marne;;;entrée;4.11233;49.048862;781311.94;6883793.43;;commune;2024-02-19
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;c0907b55-8342-47d5-9534-af15e805ce18;93787dd4-6480-4501-9ec3-dba161170f65;Ruelle Derriere Saint Maurice;;1;;1;51576;Tours-sur-Marne;;;entrée;4.119144;49.046953;781813.06;6883588.27;;commune;2023-10-10
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;430392c0-87c2-47d1-944c-248ca5611157;7b56166f-b064-4e12-8280-bac011de021a;Rue des Champs Tortus;;1;;1;51576;Tours-sur-Marne;;;entrée;4.111395;49.050081;781241.7;6883928.13;;commune;2023-04-28
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;c61556c2-3178-4568-85bf-bb93171b1645;24ae6b09-b91b-4338-9ceb-b6e6b0e30911;Rue de la Halle;;1;;1;51576;Tours-sur-Marne;;;entrée;4.119466;49.047347;781835.96;6883632.37;;commune;2023-10-10
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;c7ae8ba6-c5a2-4d8c-aa38-38e8d298179a;03b7cd55-76f9-49c2-901c-478d12b1e9b8;Rue de la Maladrie;;1;;1;51576;Tours-sur-Marne;;;entrée;4.112428;49.049323;781318.37;6883844.79;;commune;2023-04-28
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;c2de8fcb-ea1e-4d36-8c74-60109f4ff1e6;1939c960-7598-46de-bb7d-48ea87159da5;Rue du Pont;;1;;1;51576;Tours-sur-Marne;;;entrée;4.120309;49.046992;781898.15;6883593.83;;commune;2023-10-10
51576_xxxx_00001;5b079667-9610-498c-a63d-a11ab685cd8e;1b2608ed-959c-4fa9-bc19-64ee1bcba657;c1877556-c540-4a8a-b062-994b05e62067;RD 19 route d'Athis;;1;;1;51576;Tours-sur-Marne;;;entrée;4.11967;49.045195;781854.23;6883393.24;;commune;2023-01-31
51576_xxxx_00001_a;5b079667-9610-498c-a63d-a11ab685cd8e;7e70ff9f-6566-4d37-8352-abc86efbfd4e;ad27743d-a3da-4d0e-94c4-813adba95491;Rue du Montcey;;1;a;1;51576;Tours-sur-Marne;;;entrée;4.118954;49.047273;781798.64;6883623.64;;commune;2023-11-02
51576_xxxx_00001_bis;5b079667-9610-498c-a63d-a11ab685cd8e;88f1eb98-1235-4c7d-90e5-38e51d3f9c4b;b22786e4-8c19-4412-b992-22978eaec625;Route de Bouzy;;1;bis;1;51576;Tours-sur-Marne;;;entrée;4.121746;49.050715;781997.31;6884009.26;;commune;2023-12-20
51576_xxxx_00001_bis;5b079667-9610-498c-a63d-a11ab685cd8e;c61556c2-3178-4568-85bf-bb93171b1645;390ab9ab-5f07-46d7-ac35-b479dc92b2d0;Rue de la Halle;;1;bis;1;51576;Tours-sur-Marne;;;entrée;4.11956;49.04736;781842.82;6883633.92;;commune;2023-10-10
51576_xxxx_00001_bis;5b079667-9610-498c-a63d-a11ab685cd8e;12f00825-2093-4b88-a9b8-7f6e11e02ae3;9fa93403-1dfc-43c0-9fb6-3f3e1c0c9012;Rue de la Garde;;1;bis;1;51576;Tours-sur-Marne;;;entrée;4.119647;49.050104;781844.84;6883939.14;;commune;2023-04-30
51576_xxxx_00001_bis;5b079667-9610-498c-a63d-a11ab685cd8e;ab2a3230-7fb7-4642-a6e4-ef2fb120f158;ee155236-b8fe-4c0d-bf62-eb1102ae4ca5;Chemin de Fontaine;;1;bis;1;51576;Tours-sur-Marne;;;entrée;4.118119;49.050232;781732.96;6883951.78;;commune;2023-10-02
51576_xxxx_00001_bis;5b079667-9610-498c-a63d-a11ab685cd8e;73544034-04c9-4ad0-9e7f-8e9d28daa61c;fa6a80d1-7d08-42f8-a66b-6044ec1880f6;Rue des Hauts de Tours;;1;bis;1;51576;Tours-sur-Marne;;;entrée;4.112172;49.048825;781300.47;6883789.17;;commune;2024-02-19
51576_xxxx_00002;5b079667-9610-498c-a63d-a11ab685cd8e;9682e609-ed33-4f0e-83d3-1cac729fcce9;e2f4c744-e480-402a-ae7e-cc4bdce49a10;Rue du Touchet;;2;;1;51576;Tours-sur-Marne;;;entrée;4.120878;49.048389;781937.53;6883749.7;;commune;2023-02-01
51576_xxxx_00002;5b079667-9610-498c-a63d-a11ab685cd8e;c61556c2-3178-4568-85bf-bb93171b1645;873ee222-ffc7-4aef-baa7-bb4cff14ba62;Rue de la Halle;;2;;1;51576;Tours-sur-Marne;;;entrée;4.119378;49.04728;781829.64;6883624.86;;commune;2023-10-02
51576_xxxx_00002;5b079667-9610-498c-a63d-a11ab685cd8e;017da364-23ac-4630-9648-905c69bfc0a1;a56c0cb5-4d0e-4740-9a9e-c92d6cf45207;Rue du Pré Noël;;2;;1;51576;Tours-sur-Marne;;;entrée;4.127585;49.048122;782428.17;6883727.03;;commune;2024-09-24
51576_xxxx_00002;5b079667-9610-498c-a63d-a11ab685cd8e;19f501ab-af65-43ec-b7b2-ae073dccc1b9;79fa9735-1608-465c-b1d8-c1aef9887ce6;Avenue de Champagne;;2;;1;51576;Tours-sur-Marne;;;entrée;4.115674;49.049551;781555.3;6883873.57;;commune;2023-10-03
51576_xxxx_00002;5b079667-9610-498c-a63d-a11ab685cd8e;c0907b55-8342-47d5-9534-af15e805ce18;0e87fbd3-3610-498c-91ea-a44d0a43e70e;Ruelle Derriere Saint Maurice;;2;;1;51576;Tours-sur-Marne;;;entrée;4.119535;49.04694;781841.6;6883587.23;;commune;2023-10-10
51576_xxxx_00002;5b079667-9610-498c-a63d-a11ab685cd8e;eee5c522-7197-4536-b8ef-ecce80999641;b1f6766c-7e5d-4764-b613-499330e5a06f;Ruelle Saint-Maurice;;2;;1;51576;Tours-sur-Marne;;;entrée;4.11902;49.047151;781803.66;6883610.13;;commune;2023-10-10
51576_xxxx_00002;5b079667-9610-498c-a63d-a11ab685cd8e;464d3d74-2b56-4a98-b286-752ae306d690;17fe1cd2-b2f6-4597-9bfa-fa43a17fa00f;Rue Saint-Maurice;;2;;1;51576;Tours-sur-Marne;;;entrée;4.118958;49.047636;781798.33;6883663.97;;commune;2023-10-10
51576_xxxx_00002;5b079667-9610-498c-a63d-a11ab685cd8e;719549f3-66a1-4298-b23a-32bddf71eb26;5218b457-62ab-4d3c-872b-7e9dc603e5a6;Rue Adeline Savey;;2;;1;51576;Tours-sur-Marne;;;entrée;4.127397;49.046604;782416.89;6883558.03;;commune;2024-02-05
51576_xxxx_00002;5b079667-9610-498c-a63d-a11ab685cd8e;ae8cae80-aa95-4166-a6bb-b3fbd17f6112;4e36308d-f244-4ac8-a049-b749795e1cdc;Chemin Rural de Bisseuil;;2;;1;51576;Tours-sur-Marne;;;entrée;4.112001;49.046591;781291.48;6883540.63;;commune;2023-10-03
51576_xxxx_00002;5b079667-9610-498c-a63d-a11ab685cd8e;7e70ff9f-6566-4d37-8352-abc86efbfd4e;1becf171-185f-4f6c-ba93-a2d7890df11b;Rue du Montcey;;2;;1;51576;Tours-sur-Marne;;;entrée;4.11836;49.0473;781755.17;6883625.96;;commune;2023-11-02
51576_xxxx_00002;5b079667-9610-498c-a63d-a11ab685cd8e;e0830dfc-21dc-47bb-8b9a-c7fd11bc085c;d1725aaa-2dc7-489a-8963-690e84282490;Rue du Clos des Fourches;;2;;1;51576;Tours-sur-Marne;;;entrée;4.113164;49.051431;781368.84;6884079.98;;commune;2023-04-28
51576_xxxx_00002;5b079667-9610-498c-a63d-a11ab685cd8e;04fbb930-41df-4c6e-953c-906cfce884ca;e5cada9f-6877-4070-be7c-c38c76c52f07;Place Auguste Chauvet;;2;;1;51576;Tours-sur-Marne;;;entrée;4.121975;49.047134;782019.71;6883611.28;;commune;2023-03-20
51576_xxxx_00002;5b079667-9610-498c-a63d-a11ab685cd8e;1b2608ed-959c-4fa9-bc19-64ee1bcba657;7beae1da-36f3-4b85-bd1d-8c9eb0a5dfce;RD 19 route d'Athis;;2;;1;51576;Tours-sur-Marne;;;entrée;4.119434;49.044907;781837.47;6883360.97;;commune;2023-01-31
